id_contrato,id_cliente,id_producto,fecha_contrato
192.0,794,11,2022-05-07 00:00:00.000000
193.0,696,20,2023-12-22 00:00:00.000000
194.0,54,26,2022-08-16 00:00:00.000000
195.0,647,21,2024-12-13 00:00:00.000000
196.0,343,3,2024-03-27 00:00:00.000000
197.0,338,4,2023-06-28 00:00:00.000000
198.0,572,22,2024-12-24 00:00:00.000000
199.0,396,10,2024-03-25 00:00:00.000000
200.0,259,24,2023-01-11 00:00:00.000000
201.0,873,22,2024-08-23 00:00:00.000000
202.0,988,30,2025-03-04 00:00:00.000000
203.0,618,28,2022-09-27 00:00:00.000000
204.0,154,11,2023-01-04 00:00:00.000000
205.0,84,19,2022-04-25 00:00:00.000000
206.0,680,5,2022-07-04 00:00:00.000000
207.0,939,12,2022-06-09 00:00:00.000000
208.0,318,21,2024-04-07 00:00:00.000000
209.0,716,22,2024-04-10 00:00:00.000000
210.0,402,5,2023-08-28 00:00:00.000000
211.0,610,23,2022-11-03 00:00:00.000000
212.0,961,3,2024-08-06 00:00:00.000000
213.0,318,18,2023-05-04 00:00:00.000000
214.0,386,21,2023-06-19 00:00:00.000000
215.0,811,11,2024-02-11 00:00:00.000000
216.0,833,5,2024-11-15 00:00:00.000000
217.0,687,23,2023-06-19 00:00:00.000000
218.0,849,24,2023-04-16 00:00:00.000000
219.0,702,30,2024-02-13 00:00:00.000000
220.0,540,3,2025-02-05 00:00:00.000000
221.0,662,22,2023-07-31 00:00:00.000000
222.0,434,17,2024-02-03 00:00:00.000000
223.0,371,1,2024-07-22 00:00:00.000000
224.0,372,10,2024-10-30 00:00:00.000000
225.0,185,7,2025-03-27 00:00:00.000000
226.0,350,25,2023-07-05 00:00:00.000000
227.0,498,7,2024-09-03 00:00:00.000000
228.0,232,5,2023-08-26 00:00:00.000000
229.0,159,3,2022-11-14 00:00:00.000000
230.0,303,28,2024-02-10 00:00:00.000000
231.0,808,4,2024-02-28 00:00:00.000000
232.0,520,25,2024-10-16 00:00:00.000000
233.0,553,27,2024-11-29 00:00:00.000000
234.0,757,29,2025-03-11 00:00:00.000000
235.0,540,2,2023-10-31 00:00:00.000000
236.0,678,11,2023-10-03 00:00:00.000000
237.0,898,25,2023-11-23 00:00:00.000000
238.0,633,5,2024-12-08 00:00:00.000000
239.0,612,13,2023-02-03 00:00:00.000000
240.0,158,6,2023-06-21 00:00:00.000000
241.0,186,27,2023-07-06 00:00:00.000000
242.0,710,25,2023-06-30 00:00:00.000000
243.0,640,26,2023-08-03 00:00:00.000000
244.0,925,6,2024-03-15 00:00:00.000000
245.0,739,15,2024-07-06 00:00:00.000000
246.0,45,14,2022-05-10 00:00:00.000000
247.0,374,22,2025-03-11 00:00:00.000000
248.0,737,8,2022-05-17 00:00:00.000000
249.0,993,15,2023-12-29 00:00:00.000000
250.0,626,10,2025-03-28 00:00:00.000000
251.0,771,24,2023-05-01 00:00:00.000000
252.0,803,15,2023-07-31 00:00:00.000000
253.0,240,18,2024-02-26 00:00:00.000000
254.0,245,10,2024-07-27 00:00:00.000000
255.0,989,26,2024-05-02 00:00:00.000000
256.0,804,16,2023-02-03 00:00:00.000000
257.0,926,27,2022-10-09 00:00:00.000000
258.0,199,12,2024-11-02 00:00:00.000000
259.0,695,19,2024-12-03 00:00:00.000000
260.0,452,15,2023-08-10 00:00:00.000000
261.0,788,10,2024-04-13 00:00:00.000000
262.0,797,13,2022-08-08 00:00:00.000000
263.0,515,17,2022-07-08 00:00:00.000000
264.0,429,6,2022-10-21 00:00:00.000000
265.0,837,7,2023-04-26 00:00:00.000000
266.0,821,20,2022-11-01 00:00:00.000000
267.0,142,28,2022-09-21 00:00:00.000000
268.0,257,2,2023-03-14 00:00:00.000000
269.0,657,16,2024-06-19 00:00:00.000000
270.0,896,12,2024-07-23 00:00:00.000000
271.0,568,30,2022-10-30 00:00:00.000000
272.0,106,23,2025-03-09 00:00:00.000000
273.0,867,17,2022-12-20 00:00:00.000000
274.0,872,4,2022-10-25 00:00:00.000000
275.0,292,3,2024-04-20 00:00:00.000000
276.0,782,6,2024-05-24 00:00:00.000000
277.0,280,15,2023-07-14 00:00:00.000000
278.0,928,17,2024-04-04 00:00:00.000000
279.0,151,27,2022-12-29 00:00:00.000000
280.0,448,3,2024-04-25 00:00:00.000000
281.0,970,30,2022-10-25 00:00:00.000000
282.0,228,27,2023-06-24 00:00:00.000000
283.0,462,29,2023-06-25 00:00:00.000000
284.0,358,30,2024-08-17 00:00:00.000000
285.0,28,14,2024-10-12 00:00:00.000000
286.0,55,13,2023-02-10 00:00:00.000000
287.0,515,12,2022-04-23 00:00:00.000000
288.0,242,13,2022-09-03 00:00:00.000000
289.0,84,12,2022-10-29 00:00:00.000000
290.0,230,1,2024-01-14 00:00:00.000000
291.0,327,30,2022-08-06 00:00:00.000000
292.0,102,27,2023-07-21 00:00:00.000000
293.0,732,21,2022-11-19 00:00:00.000000
294.0,344,26,2024-05-01 00:00:00.000000
295.0,150,5,2023-08-19 00:00:00.000000
296.0,40,10,2023-11-19 00:00:00.000000
297.0,940,27,2022-08-23 00:00:00.000000
298.0,484,23,2022-07-05 00:00:00.000000
299.0,852,5,2024-03-29 00:00:00.000000
300.0,778,23,2024-06-29 00:00:00.000000
301.0,481,15,2025-01-12 00:00:00.000000
302.0,631,1,2022-06-24 00:00:00.000000
303.0,928,3,2024-09-04 00:00:00.000000
304.0,20,9,2023-03-14 00:00:00.000000
305.0,221,27,2023-03-28 00:00:00.000000
306.0,154,18,2023-10-29 00:00:00.000000
307.0,963,24,2024-05-05 00:00:00.000000
308.0,624,17,2023-06-12 00:00:00.000000
309.0,434,4,2022-09-27 00:00:00.000000
310.0,795,10,2024-09-03 00:00:00.000000
311.0,244,10,2022-10-04 00:00:00.000000
312.0,125,2,2025-01-07 00:00:00.000000
313.0,245,14,2023-03-24 00:00:00.000000
314.0,655,26,2024-02-01 00:00:00.000000
315.0,638,15,2022-08-11 00:00:00.000000
316.0,65,4,2023-11-23 00:00:00.000000
317.0,857,29,2024-01-15 00:00:00.000000
318.0,512,20,2024-02-28 00:00:00.000000
319.0,549,1,2025-03-14 00:00:00.000000
320.0,648,17,2023-01-21 00:00:00.000000
321.0,589,8,2024-11-22 00:00:00.000000
322.0,736,5,2023-02-16 00:00:00.000000
323.0,299,14,2024-09-02 00:00:00.000000
324.0,2,20,2023-09-24 00:00:00.000000
325.0,362,8,2023-04-26 00:00:00.000000
326.0,585,14,2025-01-19 00:00:00.000000
327.0,192,22,2023-09-01 00:00:00.000000
328.0,685,3,2023-05-20 00:00:00.000000
329.0,537,12,2024-12-18 00:00:00.000000
330.0,70,17,2024-04-01 00:00:00.000000
331.0,558,17,2025-02-01 00:00:00.000000
332.0,806,17,2023-04-25 00:00:00.000000
333.0,568,1,2024-09-09 00:00:00.000000
334.0,400,28,2023-09-11 00:00:00.000000
335.0,482,2,2023-12-15 00:00:00.000000
336.0,651,13,2023-09-24 00:00:00.000000
337.0,383,9,2023-03-23 00:00:00.000000
338.0,766,1,2022-04-24 00:00:00.000000
339.0,366,26,2024-12-14 00:00:00.000000
340.0,70,12,2023-05-21 00:00:00.000000
341.0,247,24,2025-02-08 00:00:00.000000
342.0,673,21,2022-07-09 00:00:00.000000
343.0,107,25,2023-01-16 00:00:00.000000
344.0,596,24,2023-12-11 00:00:00.000000
345.0,775,11,2024-06-17 00:00:00.000000
346.0,137,2,2023-11-29 00:00:00.000000
347.0,361,18,2023-12-14 00:00:00.000000
348.0,347,27,2023-07-27 00:00:00.000000
349.0,659,6,2024-12-04 00:00:00.000000
350.0,851,25,2023-10-07 00:00:00.000000
351.0,702,15,2023-02-22 00:00:00.000000
352.0,713,16,2023-03-04 00:00:00.000000
353.0,647,6,2022-09-18 00:00:00.000000
354.0,831,5,2025-01-07 00:00:00.000000
355.0,65,23,2023-02-24 00:00:00.000000
356.0,795,15,2024-08-30 00:00:00.000000
357.0,38,10,2023-02-28 00:00:00.000000
358.0,207,2,2024-07-01 00:00:00.000000
359.0,811,7,2022-12-28 00:00:00.000000
360.0,908,2,2024-03-21 00:00:00.000000
361.0,324,30,2022-08-23 00:00:00.000000
362.0,318,17,2023-08-01 00:00:00.000000
363.0,408,27,2024-01-26 00:00:00.000000
364.0,557,16,2024-05-04 00:00:00.000000
365.0,260,2,2023-07-25 00:00:00.000000
366.0,772,21,2024-04-25 00:00:00.000000
367.0,196,10,2023-08-03 00:00:00.000000
368.0,366,28,2022-06-10 00:00:00.000000
369.0,800,2,2023-07-02 00:00:00.000000
370.0,887,21,2023-07-06 00:00:00.000000
371.0,340,9,2024-11-02 00:00:00.000000
372.0,128,26,2024-05-02 00:00:00.000000
373.0,377,14,2023-10-16 00:00:00.000000
374.0,911,13,2024-04-27 00:00:00.000000
375.0,762,15,2023-12-28 00:00:00.000000
376.0,917,13,2023-10-06 00:00:00.000000
377.0,348,6,2024-02-28 00:00:00.000000
378.0,509,23,2022-07-23 00:00:00.000000
379.0,510,12,2023-10-22 00:00:00.000000
380.0,947,26,2023-11-29 00:00:00.000000
381.0,532,9,2023-05-09 00:00:00.000000
382.0,821,3,2022-07-10 00:00:00.000000
383.0,745,14,2024-08-17 00:00:00.000000
384.0,81,14,2025-01-03 00:00:00.000000
385.0,617,27,2024-09-26 00:00:00.000000
386.0,185,18,2024-02-19 00:00:00.000000
387.0,301,11,2022-11-06 00:00:00.000000
388.0,106,3,2023-01-13 00:00:00.000000
389.0,336,22,2023-02-14 00:00:00.000000
390.0,303,10,2024-03-03 00:00:00.000000
391.0,457,20,2023-02-27 00:00:00.000000
392.0,735,14,2022-12-03 00:00:00.000000
393.0,171,23,2024-05-24 00:00:00.000000
394.0,455,12,2023-06-16 00:00:00.000000
395.0,458,2,2024-12-13 00:00:00.000000
396.0,745,28,2022-10-05 00:00:00.000000
397.0,934,12,2022-05-14 00:00:00.000000
398.0,630,14,2024-08-23 00:00:00.000000
399.0,282,21,2024-04-30 00:00:00.000000
400.0,811,2,2023-05-25 00:00:00.000000
401.0,77,22,2022-07-17 00:00:00.000000
402.0,653,13,2023-08-16 00:00:00.000000
403.0,373,17,2024-01-07 00:00:00.000000
404.0,821,24,2023-04-13 00:00:00.000000
405.0,696,6,2023-10-14 00:00:00.000000
406.0,976,1,2022-12-12 00:00:00.000000
407.0,147,28,2024-03-15 00:00:00.000000
408.0,623,22,2023-12-07 00:00:00.000000
409.0,801,15,2024-09-11 00:00:00.000000
410.0,36,5,2024-07-13 00:00:00.000000
411.0,69,8,2024-11-02 00:00:00.000000
412.0,798,21,2023-09-15 00:00:00.000000
413.0,376,12,2024-05-27 00:00:00.000000
414.0,393,19,2022-06-08 00:00:00.000000
415.0,34,20,2023-01-19 00:00:00.000000
416.0,158,22,2025-03-04 00:00:00.000000
417.0,461,12,2023-01-02 00:00:00.000000
418.0,381,15,2025-01-02 00:00:00.000000
419.0,782,3,2023-10-05 00:00:00.000000
420.0,588,5,2023-12-13 00:00:00.000000
421.0,543,12,2023-10-04 00:00:00.000000
422.0,408,11,2024-10-13 00:00:00.000000
423.0,666,9,2024-12-01 00:00:00.000000
424.0,256,4,2024-02-06 00:00:00.000000
425.0,27,24,2023-02-10 00:00:00.000000
426.0,191,16,2022-06-23 00:00:00.000000
427.0,531,13,2025-02-25 00:00:00.000000
428.0,936,18,2024-11-14 00:00:00.000000
429.0,121,9,2023-06-05 00:00:00.000000
430.0,794,9,2024-05-03 00:00:00.000000
431.0,721,15,2023-11-09 00:00:00.000000
432.0,220,20,2022-11-08 00:00:00.000000
433.0,293,23,2025-01-01 00:00:00.000000
434.0,939,16,2024-01-10 00:00:00.000000
435.0,205,4,2023-03-22 00:00:00.000000
436.0,139,28,2024-04-06 00:00:00.000000
437.0,76,15,2024-04-21 00:00:00.000000
438.0,177,29,2024-07-20 00:00:00.000000
439.0,731,15,2022-07-31 00:00:00.000000
440.0,90,26,2022-12-30 00:00:00.000000
441.0,699,28,2023-09-25 00:00:00.000000
442.0,328,22,2025-01-05 00:00:00.000000
443.0,356,23,2025-01-12 00:00:00.000000
444.0,67,18,2024-02-28 00:00:00.000000
445.0,556,10,2022-06-15 00:00:00.000000
446.0,913,10,2024-08-15 00:00:00.000000
447.0,872,6,2024-03-22 00:00:00.000000
448.0,729,23,2022-05-27 00:00:00.000000
449.0,950,23,2023-07-08 00:00:00.000000
450.0,654,6,2022-07-09 00:00:00.000000
451.0,813,12,2024-01-16 00:00:00.000000
452.0,521,8,2022-08-30 00:00:00.000000
453.0,125,7,2024-07-06 00:00:00.000000
454.0,812,5,2024-10-22 00:00:00.000000
455.0,243,26,2024-05-08 00:00:00.000000
456.0,506,1,2024-06-15 00:00:00.000000
457.0,370,18,2024-10-08 00:00:00.000000
458.0,587,12,2022-11-15 00:00:00.000000
459.0,479,26,2023-11-21 00:00:00.000000
460.0,565,5,2023-11-23 00:00:00.000000
461.0,627,29,2023-05-22 00:00:00.000000
462.0,89,3,2023-11-28 00:00:00.000000
463.0,317,13,2022-08-26 00:00:00.000000
464.0,735,24,2024-06-05 00:00:00.000000
465.0,491,17,2024-03-14 00:00:00.000000
466.0,421,25,2022-04-04 00:00:00.000000
467.0,420,27,2023-08-21 00:00:00.000000
468.0,589,3,2023-08-12 00:00:00.000000
469.0,129,11,2024-11-24 00:00:00.000000
470.0,658,3,2023-04-22 00:00:00.000000
471.0,461,15,2023-02-04 00:00:00.000000
472.0,697,17,2022-12-25 00:00:00.000000
473.0,353,5,2023-11-27 00:00:00.000000
474.0,900,27,2023-04-23 00:00:00.000000
475.0,799,18,2023-04-16 00:00:00.000000
476.0,656,19,2023-02-16 00:00:00.000000
477.0,187,25,2023-08-17 00:00:00.000000
478.0,990,5,2022-08-01 00:00:00.000000
479.0,444,17,2024-01-14 00:00:00.000000
480.0,933,28,2022-12-07 00:00:00.000000
481.0,57,27,2024-07-26 00:00:00.000000
482.0,128,17,2023-06-26 00:00:00.000000
483.0,157,10,2024-07-05 00:00:00.000000
484.0,169,6,2024-12-03 00:00:00.000000
485.0,331,30,2023-08-08 00:00:00.000000
486.0,727,8,2022-08-11 00:00:00.000000
487.0,355,17,2023-07-22 00:00:00.000000
488.0,917,10,2023-02-12 00:00:00.000000
489.0,867,3,2023-11-13 00:00:00.000000
490.0,257,7,2022-10-27 00:00:00.000000
491.0,651,18,2024-01-01 00:00:00.000000
492.0,282,5,2023-10-21 00:00:00.000000
493.0,641,10,2023-11-09 00:00:00.000000
494.0,630,18,2022-08-02 00:00:00.000000
495.0,96,17,2024-06-07 00:00:00.000000
496.0,657,6,2023-05-02 00:00:00.000000
497.0,607,19,2022-05-06 00:00:00.000000
498.0,158,6,2024-12-03 00:00:00.000000
499.0,675,20,2022-12-04 00:00:00.000000
500.0,738,29,2023-07-07 00:00:00.000000
501.0,620,11,2023-02-27 00:00:00.000000
502.0,863,30,2024-01-18 00:00:00.000000
503.0,578,2,2023-11-25 00:00:00.000000
504.0,846,28,2024-04-23 00:00:00.000000
505.0,30,3,2022-04-08 00:00:00.000000
506.0,47,21,2022-04-09 00:00:00.000000
507.0,790,19,2024-06-06 00:00:00.000000
508.0,272,21,2025-01-28 00:00:00.000000
509.0,216,25,2025-02-01 00:00:00.000000
510.0,586,14,2022-09-19 00:00:00.000000
511.0,633,21,2023-11-27 00:00:00.000000
512.0,32,16,2024-05-11 00:00:00.000000
513.0,911,21,2023-07-22 00:00:00.000000
514.0,559,10,2025-03-14 00:00:00.000000
515.0,658,10,2023-01-19 00:00:00.000000
516.0,495,8,2023-08-07 00:00:00.000000
517.0,825,26,2024-03-11 00:00:00.000000
518.0,702,13,2025-02-22 00:00:00.000000
519.0,305,15,2024-02-11 00:00:00.000000
520.0,75,23,2022-04-10 00:00:00.000000
521.0,62,6,2024-05-18 00:00:00.000000
522.0,451,14,2025-03-16 00:00:00.000000
523.0,496,15,2024-12-07 00:00:00.000000
524.0,209,11,2022-11-30 00:00:00.000000
525.0,622,5,2023-10-23 00:00:00.000000
526.0,321,28,2024-03-31 00:00:00.000000
527.0,736,11,2024-08-24 00:00:00.000000
528.0,752,28,2023-05-12 00:00:00.000000
529.0,354,13,2025-01-26 00:00:00.000000
530.0,134,25,2023-10-25 00:00:00.000000
531.0,380,17,2024-08-17 00:00:00.000000
532.0,576,4,2023-12-25 00:00:00.000000
533.0,327,8,2023-07-06 00:00:00.000000
534.0,478,4,2024-06-26 00:00:00.000000
535.0,274,15,2024-03-27 00:00:00.000000
536.0,254,5,2023-03-05 00:00:00.000000
537.0,100,2,2023-09-21 00:00:00.000000
538.0,298,13,2023-07-01 00:00:00.000000
539.0,885,20,2022-07-10 00:00:00.000000
540.0,429,8,2024-04-30 00:00:00.000000
541.0,986,28,2023-12-31 00:00:00.000000
542.0,924,6,2023-11-02 00:00:00.000000
543.0,834,11,2024-08-18 00:00:00.000000
544.0,957,19,2024-02-12 00:00:00.000000
545.0,739,11,2025-01-16 00:00:00.000000
546.0,195,25,2023-08-20 00:00:00.000000
547.0,164,16,2024-03-04 00:00:00.000000
548.0,528,15,2022-11-22 00:00:00.000000
549.0,511,29,2025-02-13 00:00:00.000000
550.0,316,16,2023-05-10 00:00:00.000000
551.0,24,3,2023-07-16 00:00:00.000000
552.0,968,13,2022-05-04 00:00:00.000000
553.0,518,15,2023-06-07 00:00:00.000000
554.0,990,8,2024-11-30 00:00:00.000000
555.0,221,19,2024-10-20 00:00:00.000000
556.0,362,2,2023-02-19 00:00:00.000000
557.0,52,10,2022-06-18 00:00:00.000000
558.0,507,20,2022-04-19 00:00:00.000000
559.0,904,27,2022-12-21 00:00:00.000000
560.0,670,22,2024-07-02 00:00:00.000000
561.0,482,10,2023-01-11 00:00:00.000000
562.0,550,1,2024-07-14 00:00:00.000000
563.0,868,4,2025-03-09 00:00:00.000000
564.0,442,5,2023-03-26 00:00:00.000000
565.0,904,9,2024-02-21 00:00:00.000000
566.0,745,12,2024-11-25 00:00:00.000000
567.0,783,13,2023-02-20 00:00:00.000000
568.0,375,2,2022-08-18 00:00:00.000000
569.0,411,2,2022-04-24 00:00:00.000000
570.0,584,18,2023-01-09 00:00:00.000000
571.0,200,12,2024-03-25 00:00:00.000000
572.0,567,10,2023-12-19 00:00:00.000000
573.0,76,13,2022-05-06 00:00:00.000000
574.0,517,15,2024-02-28 00:00:00.000000
575.0,783,18,2022-09-09 00:00:00.000000
576.0,287,27,2025-02-24 00:00:00.000000
577.0,639,22,2022-05-21 00:00:00.000000
578.0,626,4,2024-02-09 00:00:00.000000
579.0,132,4,2024-08-14 00:00:00.000000
580.0,404,12,2022-12-15 00:00:00.000000
581.0,814,11,2022-08-15 00:00:00.000000
